idRequerimento,totalRegistros,numeroProtocolo,numeroProcesso,numeroRegistro,nomeValorMobiliario,tipoDeOferta,statusDaOferta,nomeEmissor,cnpjEmissor,nomeCoordenadorLider,cnpjCoordenadorLider,valorTotalEmReais,data,nomeTipoRequerimento,vasoComunicante,possuiBook,registroAutomatico,razaoSocialFundoAssociado
22113,4242,2711/2025,SRE/2710/2025,CVM/SRE/AUT/CRI/PRI/2025/503,Certificados de Recebíveis Imobiliários,PRIMARIA,Registro Concedido,OPEA SECURITIZADORA S.A.,02.773.542/0001-22,OPEA SECURITIZADORA S.A.,02.773.542/0001-22,"7.250.000,0000",01/09/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,
21729,4242,2427/2025,SRE/2426/2025,CVM/SRE/AUT/CRA/PRI/2025/167;CVM/SRE/AUT/CRA/PRI/2025/168;CVM/SRE/AUT/CRA/PRI/2025/169;CVM/SRE/AUT/CRA/PRI/2025/170,Certificados de Recebíveis do Agronegócio,PRIMARIA,Registro Concedido,OPEA SECURITIZADORA S.A.,02.773.542/0001-22,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,"500.000.000,0000",01/09/2025,OPD Aut Público em Geral ou Qualificado - com bookbuilding,True,True,True,
22110,4242,2710/2025,SRE/2709/2025,CVM/SRE/AUT/FDC/PRI/2025/1380,Cotas de FIDC,PRIMARIA,Registro Concedido,CLASSE ÚNICA - F3 FALCON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58.561.243/0001-89,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22.610.500/0001-88,"50.000.000,0000",01/09/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,CLASSE ÚNICA - F3 FALCON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS
22005,4242,2631/2025,SRE/2629/2025,CVM/SRE/AUT/DEB/PRI/2025/626,Debêntures,PRIMARIA,Registro Concedido,GRUPO SALTA EDUCAÇÃO S.A.,17.765.891/0001-70,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"500.000.000,0000",01/09/2025,OPD Aut Profissional - com bookbuilding,False,True,True,
22108,4242,2709/2025,SRE/2708/2025,CVM/SRE/AUT/DEB/PRI/2025/625,Debêntures,PRIMARIA,Registro Concedido,S A USINA CORURIPE ACUCAR E ALCOOL,12.229.415/0001-10,ARCHX CAPITAL,52.183.181/0001-32,"80.000.000,0000",01/09/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True,
22109,4242,2708/2025,SRE/2707/2025,CVM/SRE/AUT/FDC/PRI/2025/1379,Cotas de FIDC,PRIMARIA,Registro Concedido,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECONLOG BANK,42.449.623/0001-96,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03.751.794/0001-13,"30.000.000,0000",01/09/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECONLOG BANK
22105,4242,2707/2025,SRE/2706/2025,CVM/SRE/AUT/FDC/PRI/2025/1376;CVM/SRE/AUT/FDC/PRI/2025/1377;CVM/SRE/AUT/FDC/PRI/2025/1378,Cotas de FIDC,PRIMARIA,Registro Concedido,FALCON CONSIGNADO FUNDO DE  INVESTIMENTOS EM DIREITOS CREDITÓRIOS,55.695.976/0001-18,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13.486.793/0001-42,"80.000.000,0000",01/09/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,FALCON CONSIGNADO FUNDO DE  INVESTIMENTOS EM DIREITOS CREDITÓRIOS
22053,4242,2706/2025,SRE/2705/2025,CVM/SRE/AUT/CRI/PRI/2025/502,Certificados de Recebíveis Imobiliários,PRIMARIA,Registro Concedido,CIA PROVINCIA DE SECURITIZAÇÃO,04.200.649/0001-07,CIA PROVINCIA DE SECURITIZAÇÃO,04.200.649/0001-07,"18.000.000,0000",01/09/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,
22103,4242,2705/2025,SRE/2704/2025,CVM/SRE/AUT/FDC/PRI/2025/1375,Cotas de FIDC,PRIMARIA,Registro Concedido,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECONLOG BANK,42.449.623/0001-96,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03.751.794/0001-13,"10.000.000,0000",01/09/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECONLOG BANK
22102,4242,2704/2025,SRE/2703/2025,CVM/SRE/AUT/CRI/PRI/2025/501,Certificados de Recebíveis Imobiliários,PRIMARIA,Registro Concedido,CANAL COMPANHIA DE SECURITIZAÇÃO,41.811.375/0001-19,CANAL COMPANHIA DE SECURITIZAÇÃO,41.811.375/0001-19,"30.000.000,0000",01/09/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,
22023,4242,2703/2025,SRE/2702/2025,CVM/SRE/AUT/CRI/PRI/2025/500,Certificados de Recebíveis Imobiliários,PRIMARIA,Registro Concedido,CANAL COMPANHIA DE SECURITIZAÇÃO,41.811.375/0001-19,CANAL COMPANHIA DE SECURITIZAÇÃO,41.811.375/0001-19,"10.000.000,0000",01/09/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,
22072,4242,2702/2025,SRE/2701/2025,CVM/SRE/AUT/CRI/PRI/2025/499,Certificados de Recebíveis Imobiliários,PRIMARIA,Registro Concedido,CANAL COMPANHIA DE SECURITIZAÇÃO,41.811.375/0001-19,CANAL COMPANHIA DE SECURITIZAÇÃO,41.811.375/0001-19,"34.359.000,0000",01/09/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,
22073,4242,2701/2025,SRE/2700/2025,CVM/SRE/AUT/CRI/PRI/2025/498,Certificados de Recebíveis Imobiliários,PRIMARIA,Registro Concedido,CANAL COMPANHIA DE SECURITIZAÇÃO,41.811.375/0001-19,CANAL COMPANHIA DE SECURITIZAÇÃO,41.811.375/0001-19,"15.000.000,0000",01/09/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,
22061,4242,2700/2025,SRE/2699/2025,CVM/SRE/AUT/FDC/PRI/2025/1374,Cotas de FIDC,PRIMARIA,Registro Concedido,BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,40.226.200/0001-81,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,62.285.390/0001-40,"7.500.000,0000",01/09/2025,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,False,False,True,BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA
22100,4242,2699/2025,SRE/2698/2025,CVM/SRE/AUT/FIP/PRI/2025/212;CVM/SRE/AUT/FIP/PRI/2025/213,Cotas de FIP,PRIMARIA,Registro Concedido,VALORA INFRA RENDA MAIS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA - FIP-IE DE RESPONS,62.292.392/0001-67,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,"312.500.000,0000",01/09/2025,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,False,False,True,VALORA INFRA RENDA MAIS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA - FIP-IE DE RESPONS
22091,4242,2698/2025,SRE/2697/2025,,Debêntures,PRIMARIA,Aguardando Bookbuilding,USINA SANTA ADELIA S A,50.376.938/0001-89,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"360.000.000,0000",31/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,False,True,
22080,4242,2697/2025,SRE/2696/2025,CVM/SRE/AUT/FDC/PRI/2025/1373,Cotas de FIDC,PRIMARIA,Registro Concedido,MD LESTE IC PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESPONSABILIDADE LIMITADA,58.817.663/0001-83,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22.610.500/0001-88,"14.500.000,0000",30/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,MD LESTE IC PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESPONSABILIDADE LIMITADA
22095,4242,2696/2025,SRE/2695/2025,CVM/SRE/AUT/FIP/PRI/2025/211,Cotas de FIP,PRIMARIA,Registro Concedido,AZ QUEST INFRA-YIELD VIII FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA,62.361.728/0001-04,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,"218.750.000,0000",29/08/2025,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,False,False,True,AZ QUEST INFRA-YIELD VIII FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA
22094,4242,2695/2025,SRE/2694/2025,CVM/SRE/AUT/FIP/PRI/2025/210,Cotas de FIP,PRIMARIA,Registro Concedido,AZ QUEST - PRÉ - INFRA-YIELD IX FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA,62.362.591/0001-02,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,"406.250.000,0000",29/08/2025,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,False,False,True,AZ QUEST - PRÉ - INFRA-YIELD IX FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA
22093,4242,2694/2025,SRE/2693/2025,CVM/SRE/AUT/FIF/PRI/2025/153,Cotas de FIF,PRIMARIA,Registro Concedido,STB IV L FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,60.097.412/0001-13,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,"5.700.000,0000",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,STB IV L FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO
22007,4242,2630/2025,SRE/2628/2025,CVM/SRE/AUT/CRE/PRI/2025/022,Certificados de Recebíveis,PRIMARIA,Registro Concedido,OPEA SECURITIZADORA S.A.,02.773.542/0001-22,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"52.000.000,0000",29/08/2025,OPD Aut Profissional - com bookbuilding,False,True,True,
22006,4242,2629/2025,SRE/2627/2025,CVM/SRE/AUT/FDC/PRI/2025/1372,Cotas de FIDC,PRIMARIA,Registro Concedido,GUARDIAN FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.254.086/0001-36,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,"40.000.000,0000",29/08/2025,OPD Aut Público em Geral ou Qualificado - com bookbuilding,False,True,True,GUARDIAN FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA
22092,4242,2693/2025,SRE/2692/2025,CVM/SRE/AUT/FII/PRI/2025/249,Cotas de FII,PRIMARIA,Registro Concedido,BTG PACTUAL CRÉDITO IMOBILIÁRIO CDI - FII FI IMOBILIÁRIO RESPONSABILIDADE LIMITADA,60.027.987/0001-60,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,"500.000.000,0000",29/08/2025,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,False,False,True,BTG PACTUAL CRÉDITO IMOBILIÁRIO CDI - FII FI IMOBILIÁRIO RESPONSABILIDADE LIMITADA
21980,4242,2610/2025,SRE/2608/2025,CVM/SRE/AUT/DEB/PRI/2025/623;CVM/SRE/AUT/DEB/PRI/2025/624,Debêntures,PRIMARIA,Oferta Encerrada,LOCALIZA RENT A CAR SA,16.670.085/0001-55,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"600.000.000,0000",29/08/2025,OPD Aut Profissional - com bookbuilding,False,True,True,
22087,4242,2692/2025,SRE/2691/2025,CVM/SRE/AUT/FII/PRI/2025/248,Cotas de FII,PRIMARIA,Registro Concedido,OPI FUNDO  DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,62.429.810/0001-15,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16.695.922/0001-09,"94.250.000,0000",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,OPI FUNDO  DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA
22086,4242,2691/2025,SRE/2690/2025,CVM/SRE/AUT/FDC/PRI/2025/1371,Cotas de FIDC,PRIMARIA,Registro Concedido,30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,40.211.693/0001-86,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,62.285.390/0001-40,"15.000.000,0400",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA
22085,4242,2690/2025,SRE/2689/2025,CVM/SRE/AUT/FDC/PRI/2025/1370,Cotas de FIDC,PRIMARIA,Registro Concedido,30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,40.211.693/0001-86,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,62.285.390/0001-40,"30.000.000,0300",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA
22088,4242,2689/2025,SRE/2688/2025,CVM/SRE/AUT/FDC/PRI/2025/1369,Cotas de FIDC,PRIMARIA,Registro Concedido,30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,40.211.693/0001-86,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,62.285.390/0001-40,"15.000.000,0800",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA
22083,4242,2688/2025,SRE/2687/2025,CVM/SRE/AUT/FIP/PRI/2025/209,Cotas de FIP,PRIMARIA,Registro Concedido,PRIMEUS FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,62.454.890/0001-69,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13.486.793/0001-42,"15.000.000,0000",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,PRIMEUS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA
22089,4242,2687/2025,SRE/2686/2025,CVM/SRE/AUT/FDC/PRI/2025/1368,Cotas de FIDC,PRIMARIA,Registro Concedido,ARC LC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61.226.894/0001-27,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34.829.992/0001-86,"10.000.000,0000",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,ARC LC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS
22065,4242,2686/2025,SRE/2685/2025,CVM/SRE/AUT/FDC/PRI/2025/1367,Cotas de FIDC,PRIMARIA,Registro Concedido,CRUCE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,49.938.183/0001-80,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,62.285.390/0001-40,"10.000.000,0000",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,CRUCE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS
22084,4242,2685/2025,SRE/2684/2025,CVM/SRE/AUT/FIF/PRI/2025/152,Cotas de FIF,PRIMARIA,Registro Concedido,ATIVOS SELECIONADOS 1 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,54.707.255/0001-18,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,62.285.390/0001-40,"11.000.007,1000",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,ATIVOS SELECIONADOS 1 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO
21957,4242,2684/2025,SRE/2683/2025,CVM/SRE/AUT/DEB/PRI/2025/622,Debêntures,PRIMARIA,Registro Concedido,HIDRO FORTE ADMINISTRACAO E OPERACAO S/A,04.911.091/0001-78,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03.751.794/0001-13,"6.200.000,0000",29/08/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True,
22082,4242,2683/2025,SRE/2682/2025,CVM/SRE/AUT/FDC/PRI/2025/1366,Cotas de FIDC,PRIMARIA,Registro Concedido,ST 1017 FIDC RESPONSABILIDADE LIMITADA,56.806.404/0001-21,BANCO DAYCOVAL S.A.,62.232.889/0001-90,"23.000.000,0000",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,ST 1017 FIDC RESPONSABILIDADE LIMITADA
22069,4242,2682/2025,SRE/2681/2025,CVM/SRE/AUT/CRI/PRI/2025/497,Certificados de Recebíveis Imobiliários,PRIMARIA,Registro Concedido,CANAL COMPANHIA DE SECURITIZAÇÃO,41.811.375/0001-19,CANAL COMPANHIA DE SECURITIZAÇÃO,41.811.375/0001-19,"8.500.000,0000",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,
21948,4242,2681/2025,SRE/2680/2025,CVM/SRE/AUT/CRI/PRI/2025/496,Certificados de Recebíveis Imobiliários,PRIMARIA,Registro Concedido,OPEA SECURITIZADORA S.A.,02.773.542/0001-22,OPEA SECURITIZADORA S.A.,02.773.542/0001-22,"13.000.000,0000",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,
22081,4242,2680/2025,SRE/2679/2025,CVM/SRE/AUT/FDC/PRI/2025/1365,Cotas de FIDC,PRIMARIA,Registro Concedido,EVEREST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS IMOBILIÁRIOS,45.121.179/0001-73,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,62.285.390/0001-40,"20.000.000,0000",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,EVEREST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS IMOBILIÁRIOS
22079,4242,2679/2025,SRE/2678/2025,CVM/SRE/AUT/FDC/PRI/2025/1364,Cotas de FIDC,PRIMARIA,Registro Concedido,MD LESTE IC PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESPONSABILIDADE LIMITADA,58.817.663/0001-83,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22.610.500/0001-88,"120.000.000,0000",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,MD LESTE IC PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESPONSABILIDADE LIMITADA
22078,4242,2678/2025,SRE/2677/2025,CVM/SRE/AUT/FDC/PRI/2025/1363,Cotas de FIDC,PRIMARIA,Registro Concedido,MD LESTE IC PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESPONSABILIDADE LIMITADA,58.817.663/0001-83,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22.610.500/0001-88,"19.000.000,0000",29/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,MD LESTE IC PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESPONSABILIDADE LIMITADA
21557,4242,2264/2025,SRE/2263/2025,CVM/SRE/AUT/CRI/PRI/2025/493;CVM/SRE/AUT/CRI/PRI/2025/494;CVM/SRE/AUT/CRI/PRI/2025/495,Certificados de Recebíveis Imobiliários,PRIMARIA,Registro Concedido,VIRGO COMPANHIA DE SECURITIZAÇÃO,08.769.451/0001-08,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,"700.000.000,0000",28/08/2025,OPD Aut Público em Geral ou Qualificado - com bookbuilding,True,True,True,
21966,4242,2591/2025,SRE/2590/2025,CVM/SRE/AUT/CRI/PRI/2025/492,Certificados de Recebíveis Imobiliários,PRIMARIA,Registro Concedido,OPEA SECURITIZADORA S.A.,02.773.542/0001-22,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"500.000.000,0000",28/08/2025,OPD Aut Profissional - com bookbuilding,False,True,True,
22076,4242,2676/2025,SRE/2675/2025,CVM/SRE/AUT/FII/PRI/2025/246,Cotas de FII,PRIMARIA,Registro Concedido,FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CAPITAL MALLS FEEDER - RESPONSABILIDADE LIMITADA,62.308.074/0001-47,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,"750.000.000,0000",28/08/2025,OPD Aut Público em Geral ou Qualificado - sem bookbuilding - AR,False,False,True,FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CAPITAL MALLS FEEDER - RESPONSABILIDADE LIMITADA
22075,4242,2675/2025,SRE/2674/2025,CVM/SRE/AUT/FIN/PRI/2025/008,Cotas de Fundos de Infra,PRIMARIA,Registro Concedido,VINLAND INFRAESTRUTURA FUNDO DE INVESTIMENTO EM COTAS DE FIF EM INFRAESTRUTURA RF RESP LIMITADA,62.253.563/0001-49,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"388.537.500,0000",28/08/2025,OPD Aut Público em Geral ou Qualificado - sem bookbuilding - AR,False,False,True,VINLAND INFRAESTRUTURA FUNDO DE INVESTIMENTO EM COTAS DE FIF EM INFRAESTRUTURA RF RESP LIMITADA
22004,4242,2628/2025,SRE/2626/2025,CVM/SRE/AUT/NOC/PRI/2025/134,Notas Comerciais,PRIMARIA,Oferta Encerrada,GURGELMIX MAQUINAS E FERRAMENTAS S.A.,29.302.348/0001-15,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"35.000.000,0000",28/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True,
22074,4242,2674/2025,SRE/2673/2025,CVM/SRE/AUT/FDC/PRI/2025/1362,Cotas de FIDC,PRIMARIA,Registro Concedido,VALORA BYX WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.477.887/0001-32,BANCO DAYCOVAL S.A.,62.232.889/0001-90,"100.000.000,0000",28/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,VALORA BYX WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS
22070,4242,2673/2025,SRE/2672/2025,,Debêntures,PRIMARIA,Aguardando Bookbuilding,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,00.389.481/0001-79,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"1.250.000.000,0000",28/08/2025,OPD Aut Profissional - com bookbuilding,True,False,True,
22071,4242,2672/2025,SRE/2671/2025,CVM/SRE/AUT/CRA/PRI/2025/165;CVM/SRE/AUT/CRA/PRI/2025/166,Certificados de Recebíveis do Agronegócio,PRIMARIA,Registro Concedido,ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A,10.753.164/0001-43,ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A,10.753.164/0001-43,"14.000.000,0000",28/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,
22067,4242,2671/2025,SRE/2670/2025,,Debêntures,PRIMARIA,Aguardando Bookbuilding,ECO050 - CONCESSIONARIA DE RODOVIAS S.A.,19.208.022/0001-70,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,33.657.248/0001-89,"550.000.000,0000",28/08/2025,OPD Aut Profissional - com bookbuilding,False,False,True,
21965,4242,2590/2025,SRE/2589/2025,CVM/SRE/AUT/DEB/PRI/2025/621,Debêntures,PRIMARIA,Registro Concedido,FC GROUP HOLDING S.A.,43.167.621/0001-77,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"210.000.000,0000",28/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True,
21897,4242,2566/2025,SRE/2565/2025,CVM/SRE/AUT/DEB/PRI/2025/620,Debêntures,PRIMARIA,Oferta Encerrada,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"160.000.000,0000",28/08/2025,OPD Aut Profissional - com bookbuilding,False,True,True,
22068,4242,2670/2025,SRE/2669/2025,CVM/SRE/AUT/FIF/PRI/2025/151,Cotas de FIF,PRIMARIA,Registro Concedido,PRISMA INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,62.362.491/0001-78,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,"500.000.000,0000",28/08/2025,OPD Aut Profissional - sem bookbuilding,False,False,True,PRISMA INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO
22011,4242,2669/2025,SRE/2668/2025,,Debêntures,PRIMARIA,Aguardando Bookbuilding,LOJAS QUERO QUERO S.A.,96.418.264/0218-02,"UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.",02.819.125/0001-73,"85.000.000,0000",28/08/2025,OPD Aut Profissional - com bookbuilding,False,False,True,
21991,4242,2618/2025,SRE/2616/2025,CVM/SRE/AUT/DEB/PRI/2025/619,Debêntures,PRIMARIA,Oferta Encerrada,ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.,35.980.592/0001-30,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"790.000.000,0000",28/08/2025,OPD Aut Profissional - com bookbuilding,False,True,True,
22063,4242,2668/2025,SRE/2667/2025,CVM/SRE/AUT/CRI/PRI/2025/491,Certificados de Recebíveis Imobiliários,PRIMARIA,Registro Concedido,BARI SECURITIZADORA S.A.,10.608.405/0001-60,BANCO BS2 S.A.,71.027.866/0001-34,"40.000.000,0000",28/08/2025,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,False,False,True,
22066,4242,2667/2025,SRE/2666/2025,CVM/SRE/AUT/FIP/PRI/2025/207;CVM/SRE/AUT/FIP/PRI/2025/208,Cotas de FIP,PRIMARIA,Registro Concedido,TREECORP IV FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA,53.740.335/0001-02,TMF BRASIL SERVICOS DE ADMINISTRACAO DE FUNDOS LTDA,18.313.996/0001-50,"9.999.999,9400",28/08/2025,OPD Aut Profissional - sem bookbuilding,True,False,True,TREECORP IV FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA
