idRequerimento,totalRegistros,numeroProtocolo,numeroProcesso,numeroRegistro,nomeValorMobiliario,tipoDeOferta,statusDaOferta,nomeEmissor,cnpjEmissor,nomeCoordenadorLider,cnpjCoordenadorLider,valorTotalEmReais,data,nomeTipoRequerimento,vasoComunicante,possuiBook,registroAutomatico
20967,4246,1735/2025,SRE/1735/2025,CVM/SRE/AUT/DEB/PRI/2025/436,Debêntures,PRIMARIA,Oferta Encerrada,EBTE - EMPRESA BRASILEIRA DE TRANSMISSAO DE ENERGIA S.A.,10.319.371/0001-94,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"83.000.000,0000",18/06/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20926,4246,1719/2025,SRE/1719/2025,CVM/SRE/AUT/DEB/PRI/2025/435,Debêntures,PRIMARIA,Oferta Encerrada,JSL S.A.,52.548.435/0001-79,"UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.",02.819.125/0001-73,"300.000.000,0000",17/06/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20948,4246,1721/2025,SRE/1721/2025,CVM/SRE/AUT/DEB/PRI/2025/434,Debêntures,PRIMARIA,Oferta Encerrada,"THOPEN SOLAR 12 SPE S.A,",50.513.224/0001-75,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03.751.794/0001-13,"93.000.000,0000",17/06/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20898,4246,1672/2025,SRE/1672/2025,CVM/SRE/AUT/DEB/PRI/2025/433,Debêntures,PRIMARIA,Oferta Encerrada,OPTIPAR PARTICIPACOES S. A.,06.293.753/0001-19,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"165.000.000,0000",17/06/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20865,4246,1656/2025,SRE/1656/2025,CVM/SRE/AUT/DEB/PRI/2025/432,Debêntures,PRIMARIA,Oferta Encerrada,IPIRANGA PRODUTOS DE PETROLEO S.A.,33.337.122/0001-27,BANCO BNP PARIBAS BRASIL S/A,01.522.368/0001-82,"500.000.000,0000",13/06/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20981,4246,1762/2025,SRE/1762/2025,CVM/SRE/AUT/DEB/PRI/2025/431,Debêntures,PRIMARIA,Registro Concedido,COMPANHIA SECURITIZADORA KANASTRA,48.238.484/0001-38,COMPANHIA SECURITIZADORA KANASTRA,48.238.484/0001-38,"100.000.000,0000",13/06/2025,OPD Aut Profissional - sem bookbuilding,False,False,True
20666,4246,1447/2025,SRE/1447/2025,CVM/SRE/AUT/DEB/PRI/2025/429;CVM/SRE/AUT/DEB/PRI/2025/430,Debêntures,PRIMARIA,Oferta Encerrada,COMPASS GÁS E ENERGIA S.A.,21.389.501/0001-81,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"2.790.882.000,0000",12/06/2025,OPD Aut Profissional - com bookbuilding,True,True,True
20831,4246,1608/2025,SRE/1608/2025,CVM/SRE/AUT/DEB/PRI/2025/428,Debêntures,PRIMARIA,Oferta Encerrada,REDE D'OR SÃO LUIZ S.A.,06.047.087/0001-39,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"1.000.000.000,0000",12/06/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20606,4246,1393/2025,SRE/1393/2025,CVM/SRE/AUT/DEB/PRI/2025/427,Debêntures,PRIMARIA,Oferta Encerrada,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,75.609.123/0001-23,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"450.000.000,0000",12/06/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20962,4246,1733/2025,SRE/1733/2025,CVM/SRE/AUT/DEB/PRI/2025/426,Debêntures,PRIMARIA,Oferta Encerrada,CVLB BRASIL S.A.,16.233.389/0001-55,BANCO CITIBANK SA,33.479.023/0001-80,"52.500.000,0000",12/06/2025,OPD Aut Profissional - sem bookbuilding,False,False,True
20510,4246,1303/2025,SRE/1303/2025,CVM/SRE/AUT/DEB/PRI/2025/424;CVM/SRE/AUT/DEB/PRI/2025/425,Debêntures,PRIMARIA,Oferta Encerrada,HIDROVIAS DO BRASIL S.A.,12.648.327/0001-53,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.382.000.000,0000",11/06/2025,OPD Aut Profissional - com bookbuilding,True,True,True
20731,4246,1518/2025,SRE/1518/2025,CVM/SRE/AUT/DEB/PRI/2025/423,Debêntures,PRIMARIA,Oferta Encerrada,SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,"UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.",02.819.125/0001-73,"1.500.000.000,0000",11/06/2025,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,False,True,True
20717,4246,1526/2025,SRE/1526/2025,CVM/SRE/AUT/DEB/PRI/2025/422,Debêntures,PRIMARIA,Oferta Encerrada,PEDRAS TRANSMISSORA DE ENERGIA S/A,10.242.524/0001-42,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"300.000.000,0000",09/06/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20696,4246,1481/2025,SRE/1481/2025,CVM/SRE/AUT/DEB/PRI/2025/419;CVM/SRE/AUT/DEB/PRI/2025/420;CVM/SRE/AUT/DEB/PRI/2025/421,Debêntures,PRIMARIA,Oferta Encerrada,VALE S.A.,33.592.510/0001-54,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"6.000.000.000,0000",09/06/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19716,4246,667/2025,SRE/0667/2025,CVM/SRE/AUT/DEB/PRI/2025/418,Debêntures,PRIMARIA,Oferta Encerrada,CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART,10.531.501/0001-58,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.200.000.000,0000",06/06/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20579,4246,1377/2025,SRE/1377/2025,CVM/SRE/AUT/DEB/PRI/2025/414,Debêntures,PRIMARIA,Oferta Encerrada,SOLVI ESSENCIS AMBIENTAL S.A.,40.263.170/0001-83,ABC BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,33.817.677/0001-76,"270.000.000,0000",06/06/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20669,4246,1449/2025,SRE/1449/2025,CVM/SRE/AUT/DEB/PRI/2025/413,Debêntures,PRIMARIA,Oferta Encerrada,CONCESSIONARIA RODOANEL NORTE SPE S.A.,50.399.553/0001-37,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"650.000.000,0000",05/06/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20552,4246,1345/2025,SRE/1345/2025,CVM/SRE/AUT/DEB/PRI/2025/412,Debêntures,PRIMARIA,Oferta Encerrada,GERDAU S.A.,33.611.500/0001-19,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"1.375.000.000,0000",04/06/2025,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,False,True,True
20713,4246,1496/2025,SRE/1496/2025,CVM/SRE/AUT/DEB/PRI/2025/411,Debêntures,PRIMARIA,Oferta Encerrada,ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S.A.,07.282.377/0001-20,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"200.000.000,0000",04/06/2025,OPD Aut Profissional - com bookbuilding,True,True,True
20716,4246,1498/2025,SRE/1498/2025,CVM/SRE/AUT/DEB/PRI/2025/410,Debêntures,PRIMARIA,Oferta Encerrada,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"400.000.000,0000",04/06/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,True,True,True
20427,4246,1234/2025,SRE/1234/2025,CVM/SRE/AUT/DEB/PRI/2025/409,Debêntures,PRIMARIA,Oferta Encerrada,BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.,04.601.397/0001-28,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"195.264.000,0000",04/06/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20758,4246,1541/2025,SRE/1541/2025,CVM/SRE/AUT/DEB/PRI/2025/408,Debêntures,PRIMARIA,Registro Concedido,REGERA GRID HOLDING S.A.,60.408.635/0001-54,ATIVA INVESTIMENTOS S.A. C.T.C.V.,33.775.974/0001-04,"15.300.000,0000",04/06/2025,OPD Aut Público em Geral ou Qualificado - com bookbuilding,False,True,True
20526,4246,1322/2025,SRE/1322/2025,CVM/SRE/AUT/DEB/PRI/2025/406;CVM/SRE/AUT/DEB/PRI/2025/407,Debêntures,PRIMARIA,Oferta Encerrada,LOCALIZA RENT A CAR SA,16.670.085/0001-55,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,"1.515.220.000,0000",03/06/2025,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,True,True,True
20664,4246,1444/2025,SRE/1444/2025,CVM/SRE/AUT/DEB/PRI/2025/405,Debêntures,PRIMARIA,Oferta Encerrada,IOCHPE MAXION SA,61.156.113/0001-75,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"300.000.000,0000",03/06/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20513,4246,1311/2025,SRE/1311/2025,CVM/SRE/AUT/DEB/PRI/2025/403;CVM/SRE/AUT/DEB/PRI/2025/404,Debêntures,PRIMARIA,Oferta Encerrada,ARTERIS S.A.,02.919.555/0001-67,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"500.000.000,0000",02/06/2025,OPD Aut Público em Geral ou Qualificado - com bookbuilding,True,True,True
20703,4246,1497/2025,SRE/1497/2025,CVM/SRE/AUT/DEB/PRI/2025/402,Debêntures,PRIMARIA,Oferta Encerrada,"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",60.537.263/0001-66,"UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.",02.819.125/0001-73,"230.000.000,0000",02/06/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20697,4246,1495/2025,SRE/1495/2025,CVM/SRE/AUT/DEB/PRI/2025/401,Debêntures,PRIMARIA,Oferta Encerrada,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.,02.846.056/0001-97,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"1.320.000.000,0000",02/06/2025,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,False,True,True
20213,4246,1054/2025,SRE/1054/2025,CVM/SRE/AUT/DEB/PRI/2025/400,Debêntures,PRIMARIA,Oferta Encerrada,AUTOGERACAO SOLAR SPE S.A.,41.750.028/0001-23,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03.751.794/0001-13,"330.000.000,0000",02/06/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20780,4246,1561/2025,SRE/1561/2025,CVM/SRE/AUT/DEB/PRI/2025/398;CVM/SRE/AUT/DEB/PRI/2025/399,Debêntures,PRIMARIA,Registro Concedido,TRAVESSIA SECURITIZADORA S.A.,26.609.050/0001-64,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03.751.794/0001-13,"250.000.000,0000",30/05/2025,OPD Aut Profissional - sem bookbuilding,False,False,True
20740,4246,1523/2025,SRE/1523/2025,CVM/SRE/AUT/DEB/PRI/2025/397,Debêntures,PRIMARIA,Oferta Encerrada,RODOIL DISTRIBUIDORA DE COMBUSTIVEIS S.A.,07.520.438/0001-40,BANCO VOTORANTIM S.A.,59.588.111/0001-03,"75.000.000,0000",29/05/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20524,4246,1331/2025,SRE/1331/2025,CVM/SRE/AUT/DEB/PRI/2025/396,Debêntures,PRIMARIA,Oferta Encerrada,ITAPOA TERMINAIS PORTUARIOS S/A,01.317.277/0001-05,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"350.000.000,0000",29/05/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20404,4246,1219/2025,SRE/1219/2025,CVM/SRE/AUT/DEB/PRI/2025/395,Debêntures,PRIMARIA,Oferta Encerrada,BEBIDAS POTY S.A.,55.223.127/0002-42,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"100.000.000,0000",29/05/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20444,4246,1263/2025,SRE/1263/2025,CVM/SRE/AUT/DEB/PRI/2025/394,Debêntures,PRIMARIA,Oferta Encerrada,TRANSPORTADORA ASSOCIADA DE GÁS S.A.- TAG S.A.,06.248.349/0001-23,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"2.600.000.000,0000",28/05/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20704,4246,1499/2025,SRE/1499/2025,CVM/SRE/AUT/DEB/PRI/2025/393,Debêntures,PRIMARIA,Oferta Encerrada,SPE NEW SUNRIGHT ENERGIA SOLAR S.A.,54.175.000/0001-51,BLOXS COORDENAÇÃO LTDA,41.847.533/0001-90,"9.570.000,0000",26/05/2025,OPD Aut Profissional - sem bookbuilding,False,False,True
20601,4246,1390/2025,SRE/1390/2025,CVM/SRE/AUT/DEB/PRI/2025/391;CVM/SRE/AUT/DEB/PRI/2025/392,Debêntures,PRIMARIA,Oferta Encerrada,CIA ENERG CEARA - COELCE,07.047.251/0001-70,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"1.000.000.000,0000",26/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20592,4246,1386/2025,SRE/1386/2025,CVM/SRE/AUT/DEB/PRI/2025/390,Debêntures,PRIMARIA,Oferta Encerrada,Pedra Agroindustrial S.A.,71.304.687/0001-05,BANCO VOTORANTIM S.A.,59.588.111/0001-03,"400.000.000,0000",23/05/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20597,4246,1389/2025,SRE/1389/2025,CVM/SRE/AUT/DEB/PRI/2025/388;CVM/SRE/AUT/DEB/PRI/2025/389,Debêntures,PRIMARIA,Oferta Encerrada,ELETROPAULO METROP. ELET. SAO PAULO S.A.,61.695.227/0001-93,BANCO BNP PARIBAS BRASIL S/A,01.522.368/0001-82,"1.350.000.000,0000",23/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20683,4246,1462/2025,SRE/1462/2025,CVM/SRE/AUT/DEB/PRI/2025/387,Debêntures,PRIMARIA,Oferta Encerrada,VICTORY EMPREENDIMENTOS E PARTICIPACOES S.A,55.622.937/0001-90,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"133.985.000,0000",22/05/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
20570,4246,1366/2025,SRE/1366/2025,CVM/SRE/AUT/DEB/PRI/2025/386,Debêntures,PRIMARIA,Oferta Encerrada,LABORATÓRIO TEUTO BRASILEIRO S.A.,17.159.229/0001-76,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"500.000.000,0000",22/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20678,4246,1458/2025,SRE/1458/2025,CVM/SRE/AUT/DEB/PRI/2025/385,Debêntures,PRIMARIA,Oferta Encerrada,JAPARATINGA RESORT S.A.,17.022.762/0001-91,CAIXA ECONOMICA FEDERAL,00.360.305/0001-04,"150.000.000,0000",22/05/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
20315,4246,1148/2025,SRE/1148/2025,CVM/SRE/AUT/DEB/PRI/2025/383;CVM/SRE/AUT/DEB/PRI/2025/384,Debêntures,PRIMARIA,Oferta Encerrada,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,17.281.106/0001-03,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"900.000.000,0000",22/05/2025,OPD Aut Profissional - com bookbuilding,True,True,True
20394,4246,1208/2025,SRE/1208/2025,CVM/SRE/AUT/DEB/PRI/2025/382,Debêntures,PRIMARIA,Oferta Encerrada,CIA PIRATININGA DE FORÇA E LUZ,04.172.213/0001-51,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"334.000.000,0000",21/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20395,4246,1209/2025,SRE/1209/2025,CVM/SRE/AUT/DEB/PRI/2025/381,Debêntures,PRIMARIA,Oferta Encerrada,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,02.016.440/0001-62,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.090.000.000,0000",21/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20391,4246,1207/2025,SRE/1207/2025,CVM/SRE/AUT/DEB/PRI/2025/379;CVM/SRE/AUT/DEB/PRI/2025/380,Debêntures,PRIMARIA,Oferta Encerrada,CPFL TRANSMISSÃO S.A.,92.715.812/0001-31,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.083.000.000,0000",21/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20651,4246,1440/2025,SRE/1440/2025,CVM/SRE/AUT/DEB/PRI/2025/378,Debêntures,PRIMARIA,Oferta Encerrada,TERP GLBL BRASIL I PARTICIPACOES S.A.,21.748.188/0001-20,"UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.",02.819.125/0001-73,"200.000.000,0000",21/05/2025,OPD Aut Profissional - sem bookbuilding,False,False,True
20578,4246,1396/2025,SRE/1396/2025,CVM/SRE/AUT/DEB/PRI/2025/377,Debêntures,PRIMARIA,Oferta Encerrada,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,03.467.321/0001-99,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"360.000.000,0000",20/05/2025,OPD Aut Profissional - com bookbuilding,True,True,True
20594,4246,1397/2025,SRE/1397/2025,CVM/SRE/AUT/DEB/PRI/2025/376,Debêntures,PRIMARIA,Oferta Encerrada,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,15.413.826/0001-50,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"410.000.000,0000",20/05/2025,OPD Aut Profissional - com bookbuilding,True,True,True
20599,4246,1398/2025,SRE/1398/2025,CVM/SRE/AUT/DEB/PRI/2025/375,Debêntures,PRIMARIA,Oferta Encerrada,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S.A,05.914.650/0001-66,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"290.000.000,0000",20/05/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,True,True,True
20635,4246,1431/2025,SRE/1431/2025,CVM/SRE/AUT/DEB/PRI/2025/374,Debêntures,PRIMARIA,Oferta Encerrada,VERMELHA DO NORTE PARTICIPACOES S.A.,55.934.077/0001-20,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03.751.794/0001-13,"740.000.000,0000",20/05/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
20511,4246,1299/2025,SRE/1299/2025,CVM/SRE/AUT/DEB/PRI/2025/373,Debêntures,PRIMARIA,Oferta Encerrada,ANIMA HOLDING S/A,09.288.252/0001-32,"UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.",02.819.125/0001-73,"150.000.000,0000",19/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20305,4246,1128/2025,SRE/1128/2025,CVM/SRE/AUT/DEB/PRI/2025/372,Debêntures,PRIMARIA,Oferta Encerrada,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,61.856.571/0001-17,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"1.500.000.000,0000",15/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20432,4246,1297/2025,SRE/1297/2025,CVM/SRE/AUT/DEB/PRI/2025/370;CVM/SRE/AUT/DEB/PRI/2025/371,Debêntures,PRIMARIA,Oferta Encerrada,JALLES MACHADO S.A.,02.635.522/0001-95,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"400.000.000,0000",15/05/2025,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,False,True,True
20322,4246,1144/2025,SRE/1144/2025,CVM/SRE/AUT/DEB/PRI/2025/368;CVM/SRE/AUT/DEB/PRI/2025/369,Debêntures,PRIMARIA,Oferta Encerrada,VLI Multimodal S.A.,42.276.907/0001-28,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.500.000.000,0000",15/05/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20393,4246,1375/2025,SRE/1375/2025,CVM/SRE/AUT/DEB/PRI/2025/366;CVM/SRE/AUT/DEB/PRI/2025/367,Debêntures,PRIMARIA,Oferta Encerrada,ODR HEALTH SPE S.A.,57.842.324/0001-94,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"130.000.000,0000",15/05/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
20321,4246,1143/2025,SRE/1143/2025,CVM/SRE/AUT/DEB/PRI/2025/365,Debêntures,PRIMARIA,Oferta Encerrada,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,05.197.443/0001-38,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"1.500.000.000,0000",15/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20555,4246,1356/2025,SRE/1356/2025,CVM/SRE/AUT/DEB/PRI/2025/364,Debêntures,PRIMARIA,Oferta Encerrada,ASCENTY DATA CENTERS E TELECOMUNICACOES S/A,13.743.550/0001-42,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"282.735.000,0000",14/05/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
20225,4246,1135/2025,SRE/1135/2025,CVM/SRE/AUT/DEB/PRI/2025/361;CVM/SRE/AUT/DEB/PRI/2025/362;CVM/SRE/AUT/DEB/PRI/2025/363,Debêntures,PRIMARIA,Oferta Encerrada,V. TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,02.041.460/0001-93,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"2.400.000.000,0000",13/05/2025,OPD Aut Público em Geral ou Qualificado - com bookbuilding,True,True,True
20550,4246,1347/2025,SRE/1347/2025,CVM/SRE/AUT/DEB/PRI/2025/360,Debêntures,PRIMARIA,Oferta Encerrada,ASCENTY DATA CENTERS E TELECOMUNICACOES S/A,13.743.550/0001-42,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"283.015.000,0000",13/05/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
20194,4246,1036/2025,SRE/1036/2025,CVM/SRE/AUT/DEB/PRI/2025/359,Debêntures,PRIMARIA,Oferta Encerrada,CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO,01.027.058/0001-91,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"3.000.000.000,0000",13/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20522,4246,1321/2025,SRE/1321/2025,CVM/SRE/AUT/DEB/PRI/2025/358,Debêntures,PRIMARIA,Oferta Encerrada,BPG GLORIA EMPREENDIMENTOS E PARTICIPACOES S.A.,46.064.087/0001-61,BANCO VOTORANTIM S.A.,59.588.111/0001-03,"8.700.000,0000",12/05/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
20273,4246,1099/2025,SRE/1099/2025,CVM/SRE/AUT/DEB/PRI/2025/355;CVM/SRE/AUT/DEB/PRI/2025/356;CVM/SRE/AUT/DEB/PRI/2025/357,Debêntures,PRIMARIA,Oferta Encerrada,GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.,07.714.104/0001-07,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"750.000.000,0000",12/05/2025,OPD Aut Profissional - com bookbuilding,True,True,True
20376,4246,1192/2025,SRE/1192/2025,CVM/SRE/AUT/DEB/PRI/2025/354,Debêntures,PRIMARIA,Oferta Encerrada,EMPRESA CONCESSIONARIA DE RODOVIAS DO SUL S. A.,02.511.048/0001-90,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"70.000.000,0000",09/05/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20438,4246,1249/2025,SRE/1249/2025,CVM/SRE/AUT/DEB/PRI/2025/353,Debêntures,PRIMARIA,Oferta Encerrada,PATRIMAR ENGENHARIA S.A.,23.236.821/0001-27,CAIXA ECONOMICA FEDERAL,00.360.305/0001-04,"75.000.000,0000",09/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20422,4246,1229/2025,SRE/1229/2025,CVM/SRE/AUT/DEB/PRI/2025/351;CVM/SRE/AUT/DEB/PRI/2025/352,Debêntures,PRIMARIA,Oferta Encerrada,AEDIFICA OESTE SP SPE S.A.,58.716.461/0001-45,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"305.000.000,0000",08/05/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20388,4246,1205/2025,SRE/1205/2025,CVM/SRE/AUT/DEB/PRI/2025/350,Debêntures,PRIMARIA,Oferta Encerrada,IVI ENERGIA S.A.,50.167.742/0001-84,BANCO VOTORANTIM S.A.,59.588.111/0001-03,"200.000.000,0000",08/05/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
20320,4246,1146/2025,SRE/1146/2025,CVM/SRE/AUT/DEB/PRI/2025/349,Debêntures,PRIMARIA,Oferta Encerrada,UNIDAS LOCADORA S.A.,45.736.131/0001-70,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"800.000.000,0000",08/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20242,4246,1080/2025,SRE/1080/2025,CVM/SRE/AUT/DEB/PRI/2025/348,Debêntures,PRIMARIA,Oferta Encerrada,VOTORANTIM CIMENTOS S.A.,01.637.895/0001-32,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.000.000.000,0000",07/05/2025,OPD Aut Profissional - com bookbuilding,False,True,True
20418,4246,1223/2025,SRE/1223/2025,CVM/SRE/AUT/DEB/PRI/2025/343;CVM/SRE/AUT/DEB/PRI/2025/344;CVM/SRE/AUT/DEB/PRI/2025/345,Debêntures,PRIMARIA,Oferta Encerrada,GRANDE SERTAO III TRANSMISSORA DE ENERGIA S/A.,48.400.777/0001-70,BANCO BTG PACTUAL S/A,30.306.294/0001-45,"400.000.000,0000",05/05/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
20416,4246,1222/2025,SRE/1222/2025,CVM/SRE/AUT/DEB/PRI/2025/340;CVM/SRE/AUT/DEB/PRI/2025/341;CVM/SRE/AUT/DEB/PRI/2025/342,Debêntures,PRIMARIA,Oferta Encerrada,GRANDE SERTAO II TRANSMISSORA DE ENERGIA S/A,50.232.311/0001-54,BANCO BTG PACTUAL S/A,30.306.294/0001-45,"650.000.000,0000",05/05/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
