idRequerimento,totalRegistros,numeroProtocolo,numeroProcesso,numeroRegistro,nomeValorMobiliario,tipoDeOferta,statusDaOferta,nomeEmissor,cnpjEmissor,nomeCoordenadorLider,cnpjCoordenadorLider,valorTotalEmReais,data,nomeTipoRequerimento,vasoComunicante,possuiBook,registroAutomatico
19489,4246,430/2025,SRE/0430/2025,CVM/SRE/AUT/DEB/PRI/2025/222,Debêntures,PRIMARIA,Oferta Encerrada,CPFL TRANSMISSÃO S.A.,92.715.812/0001-31,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"300.000.000,0000",28/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19488,4246,428/2025,SRE/0428/2025,CVM/SRE/AUT/DEB/PRI/2025/221,Debêntures,PRIMARIA,Oferta Encerrada,COMPANHIA JAGUARI DE ENERGIA,53.859.112/0001-69,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"225.000.000,0000",28/02/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19487,4246,427/2025,SRE/0427/2025,CVM/SRE/AUT/DEB/PRI/2025/220,Debêntures,PRIMARIA,Oferta Encerrada,CIA PIRATININGA DE FORÇA E LUZ,04.172.213/0001-51,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"300.000.000,0000",28/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19485,4246,425/2025,SRE/0425/2025,CVM/SRE/AUT/DEB/PRI/2025/218;CVM/SRE/AUT/DEB/PRI/2025/219,Debêntures,PRIMARIA,Oferta Encerrada,COMPANHIA PAULISTA DE FORCA LUZ - CPFL,33.050.196/0001-88,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"3.192.000.000,0000",28/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19497,4246,473/2025,SRE/0473/2025,CVM/SRE/AUT/DEB/PRI/2025/217,Debêntures,PRIMARIA,Oferta Encerrada,Concessionaria do Aeroporto da Pampulha S.A.,44.140.908/0001-76,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,"165.000.000,0000",28/02/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19601,4246,546/2025,SRE/0546/2025,CVM/SRE/AUT/DEB/PRI/2025/216,Debêntures,PRIMARIA,Oferta Encerrada,VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,BANCO MODAL S.A.,30.723.886/0001-62,"100.000.000,0000",28/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
18637,4246,3885/2024,SRE/3885/2024,CVM/SRE/AUT/DEB/PRI/2025/215,Debêntures,PRIMARIA,Oferta Encerrada,"BRAZIL TOWER, CESSAO DE INFRA-ESTRUTURAS S.A",14.292.540/0001-09,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"625.000.000,0000",28/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19249,4246,217/2025,SRE/0217/2025,CVM/SRE/AUT/DEB/PRI/2025/213;CVM/SRE/AUT/DEB/PRI/2025/214,Debêntures,PRIMARIA,Oferta Encerrada,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G,39.881.421/0001-04,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.200.000.000,0000",28/02/2025,OPD Aut Público em Geral ou Qualificado - com bookbuilding,True,True,True
19618,4246,548/2025,SRE/0548/2025,CVM/SRE/AUT/DEB/PRI/2025/211;CVM/SRE/AUT/DEB/PRI/2025/212,Debêntures,PRIMARIA,Oferta Encerrada,EPR 4 PARTICIPACOES S.A.,58.056.076/0001-19,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"350.000.000,0000",27/02/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19574,4246,510/2025,SRE/0510/2025,CVM/SRE/AUT/DEB/PRI/2025/210,Debêntures,PRIMARIA,Oferta Encerrada,CONCESSIONARIA DE RODOVIAS PRVIAS S.A.,59.196.897/0001-13,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"1.010.000.000,0000",27/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19581,4246,518/2025,SRE/0518/2025,CVM/SRE/AUT/DEB/PRI/2025/209,Debêntures,PRIMARIA,Oferta Encerrada,MADERO INDÚSTRIA E COMÉRCIO S.A.,13.783.221/0004-78,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"130.000.000,0000",27/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19665,4246,602/2025,SRE/0602/2025,CVM/SRE/AUT/DEB/PRI/2025/207;CVM/SRE/AUT/DEB/PRI/2025/208,Debêntures,PRIMARIA,Oferta Encerrada,CÁLAMO DISTRIBUIDORA DE PRODUTOS DE BELEZA S.A.,06.147.451/0011-04,"UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.",02.819.125/0001-73,"1.500.000.000,0000",27/02/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
19593,4246,532/2025,SRE/0532/2025,CVM/SRE/AUT/DEB/PRI/2025/206,Debêntures,PRIMARIA,Oferta Encerrada,KANASTRA-3 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,59.078.946/0001-13,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.300.000.000,0000",26/02/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19451,4246,405/2025,SRE/0405/2025,CVM/SRE/AUT/DEB/PRI/2025/205,Debêntures,PRIMARIA,Oferta Encerrada,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"320.000.000,0000",26/02/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,True,True,True
19453,4246,406/2025,SRE/0406/2025,CVM/SRE/AUT/DEB/PRI/2025/203;CVM/SRE/AUT/DEB/PRI/2025/204,Debêntures,PRIMARIA,Oferta Encerrada,ENERGISA SA,00.864.214/0001-06,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"900.000.000,0000",26/02/2025,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,True,True,True
19576,4246,511/2025,SRE/0511/2025,CVM/SRE/AUT/DEB/PRI/2025/202,Debêntures,PRIMARIA,Oferta Encerrada,IMPAR SERVICOS HOSPITALARES S/A,60.884.855/0001-54,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,"3.000.000.000,0000",26/02/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19467,4246,429/2025,SRE/0429/2025,CVM/SRE/AUT/DEB/PRI/2025/201,Debêntures,PRIMARIA,Oferta Encerrada,ODONTOCOMPANY FRANCHISING S.A.,12.817.681/0001-64,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"155.000.000,0000",25/02/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19572,4246,507/2025,SRE/0507/2025,CVM/SRE/AUT/DEB/PRI/2025/200,Debêntures,PRIMARIA,Oferta Encerrada,BRADO LOGISTICA S.A.,03.307.926/0001-12,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"250.000.000,0000",25/02/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19501,4246,440/2025,SRE/0440/2025,CVM/SRE/AUT/DEB/PRI/2025/199,Debêntures,PRIMARIA,Oferta Encerrada,CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA,02.509.491/0001-26,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"1.400.000.000,0000",25/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19516,4246,455/2025,SRE/0455/2025,CVM/SRE/AUT/DEB/PRI/2025/198,Debêntures,PRIMARIA,Oferta Encerrada,CETREL S.A.,14.414.973/0001-81,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"160.000.000,0000",25/02/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19308,4246,263/2025,SRE/0263/2025,CVM/SRE/AUT/DEB/PRI/2025/197,Debêntures,PRIMARIA,Oferta Encerrada,CLI SUL S.A.,43.514.079/0001-81,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"300.000.000,0000",24/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19375,4246,328/2025,SRE/0328/2025,CVM/SRE/AUT/DEB/PRI/2025/195;CVM/SRE/AUT/DEB/PRI/2025/196,Debêntures,PRIMARIA,Oferta Encerrada,PRIO FORTE S.A.,08.926.302/0001-05,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"1.200.000.000,0000",24/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19465,4246,423/2025,SRE/0423/2025,CVM/SRE/AUT/DEB/PRI/2025/194,Debêntures,PRIMARIA,Oferta Encerrada,COMPANHIA DE PARTICIPACOES EM CONCESSOES,09.367.702/0001-82,BANCO DAYCOVAL S.A.,62.232.889/0001-90,"74.000.000,0000",24/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19483,4246,506/2025,SRE/0506/2025,CVM/SRE/AUT/DEB/PRI/2025/191,Debêntures,PRIMARIA,Oferta Encerrada,ESTOK COMERCIO E REPRESENTACOES S.A.,49.732.175/0001-82,BANCO DAYCOVAL S.A.,62.232.889/0001-90,"454.369.317,0000",20/02/2025,OPD Aut Profissional - sem bookbuilding,False,False,True
19614,4246,543/2025,SRE/0543/2025,CVM/SRE/AUT/DEB/PRI/2025/193,Debêntures,PRIMARIA,Oferta Encerrada,LOCALIZA  FLEET S.A.,02.286.479/0001-08,BANCO CITIBANK SA,33.479.023/0001-80,"500.000.000,0000",19/02/2025,OPD Aut Profissional - sem bookbuilding,False,False,True
19195,4246,158/2025,SRE/0158/2025,CVM/SRE/AUT/DEB/PRI/2025/189,Debêntures,PRIMARIA,Oferta Encerrada,TRSP - TERMINAL DE REGASEIFICACAO DE GNL DE SAO PAULO S.A,34.840.096/0001-18,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,"800.000.000,0000",17/02/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19389,4246,345/2025,SRE/0345/2025,CVM/SRE/AUT/DEB/PRI/2025/188,Debêntures,PRIMARIA,Oferta Encerrada,ELETROMIDIA S.A.,09.347.516/0001-81,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"800.000.000,0000",14/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19313,4246,295/2025,SRE/0295/2025,CVM/SRE/AUT/DEB/PRI/2025/187,Debêntures,PRIMARIA,Oferta Encerrada,CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,"UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.",02.819.125/0001-73,"300.000.000,0000",13/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19407,4246,355/2025,SRE/0355/2025,CVM/SRE/AUT/DEB/PRI/2025/186,Debêntures,PRIMARIA,Oferta Encerrada,F.AB. ZONA OESTE S.A.,14.863.079/0001-99,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"65.000.000,0000",13/02/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19339,4246,292/2025,SRE/0292/2025,CVM/SRE/AUT/DEB/PRI/2025/185,Debêntures,PRIMARIA,Oferta Encerrada,GDPAR SN PARTICIPACOES EM PROJETOS SOLARES S/A,34.366.520/0001-34,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"425.000.000,0000",12/02/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19338,4246,291/2025,SRE/0291/2025,CVM/SRE/AUT/DEB/PRI/2025/184,Debêntures,PRIMARIA,Oferta Encerrada,OPEA SECURITIZADORA S.A.,02.773.542/0001-22,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"380.000.000,0000",12/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19424,4246,375/2025,SRE/0375/2025,CVM/SRE/AUT/DEB/PRI/2025/183,Debêntures,PRIMARIA,Oferta Encerrada,OPEA SECURITIZADORA S.A.,02.773.542/0001-22,NU INVEST CORRETORA DE VALORES S.A.,62.169.875/0001-79,"4.750.000.000,0000",10/02/2025,OPD Aut Profissional - sem bookbuilding,False,False,True
19402,4246,354/2025,SRE/0354/2025,CVM/SRE/AUT/DEB/PRI/2025/182,Debêntures,PRIMARIA,Oferta Encerrada,ERBE INCORPORADORA S.A.,07.700.557/0001-84,DEUTSCHE BANK SA,62.331.228/0001-11,"535.000.000,0000",07/02/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
19364,4246,317/2025,SRE/0317/2025,CVM/SRE/AUT/DEB/PRI/2025/181,Debêntures,PRIMARIA,Oferta Encerrada,OPEA SECURITIZADORA S.A.,02.773.542/0001-22,ABC BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,33.817.677/0001-76,"246.000.000,0000",07/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
18874,4246,4141/2024,SRE/4141/2024,CVM/SRE/AUT/DEB/PRI/2025/180,Debêntures,PRIMARIA,Oferta Encerrada,FARO ENERGY PROJETOS SOLARES HOLDING IV S.A.,48.904.104/0001-57,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"200.000.000,0000",05/02/2025,OPD Aut Qualificado - com bookbuilding  - Emissor Não Registrado,False,True,True
19045,4246,044/2025,SRE/0044/2025,CVM/SRE/AUT/DEB/PRI/2025/177;CVM/SRE/AUT/DEB/PRI/2025/178;CVM/SRE/AUT/DEB/PRI/2025/179,Debêntures,PRIMARIA,Oferta Encerrada,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,43.776.517/0001-80,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,"3.700.000.000,0000",04/02/2025,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,True,True,True
19285,4246,230/2025,SRE/0230/2025,CVM/SRE/AUT/DEB/PRI/2025/172;CVM/SRE/AUT/DEB/PRI/2025/173;CVM/SRE/AUT/DEB/PRI/2025/174;CVM/SRE/AUT/DEB/PRI/2025/175;CVM/SRE/AUT/DEB/PRI/2025/176,Debêntures,PRIMARIA,Oferta Encerrada,ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.,29.884.545/0001-90,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"7.320.612.000,0000",03/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19347,4246,299/2025,SRE/0299/2025,CVM/SRE/AUT/DEB/PRI/2025/171,Debêntures,PRIMARIA,Oferta Encerrada,EPR INFRAESTRUTURA PR S.A.,51.136.974/0001-38,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"260.000.000,0000",03/02/2025,OPD Aut Profissional - sem bookbuilding,False,False,True
19136,4246,114/2025,SRE/0114/2025,CVM/SRE/AUT/DEB/PRI/2025/170,Debêntures,PRIMARIA,Oferta Encerrada,IOCHPE MAXION SA,61.156.113/0001-75,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"500.000.000,0000",03/02/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19256,4246,215/2025,SRE/0215/2025,CVM/SRE/AUT/DEB/PRI/2025/169,Debêntures,PRIMARIA,Oferta Encerrada,ALGAR TELECOM S/A,71.208.516/0001-74,"UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.",02.819.125/0001-73,"400.000.000,0000",31/01/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19263,4246,282/2025,SRE/0282/2025,CVM/SRE/AUT/DEB/PRI/2025/166;CVM/SRE/AUT/DEB/PRI/2025/167,Debêntures,PRIMARIA,Oferta Encerrada,LEVERAGE COMPANHIA SECURITIZADORA,48.415.978/0001-40,LEVERAGE COMPANHIA SECURITIZADORA,48.415.978/0001-40,"20.000.000,0000",30/01/2025,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,False,False,True
19277,4246,236/2025,SRE/0236/2025,CVM/SRE/AUT/DEB/PRI/2025/165,Debêntures,PRIMARIA,Oferta Encerrada,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,39.881.421/0001-04,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.200.000.000,0000",30/01/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19295,4246,278/2025,SRE/0278/2025,CVM/SRE/AUT/DEB/PRI/2025/164,Debêntures,PRIMARIA,Oferta Encerrada,BRK AMBIENTAL - MAUA S.A.,05.380.441/0001-80,BANCO DAYCOVAL S.A.,62.232.889/0001-90,"260.000.000,0000",30/01/2025,OPD Aut Profissional - sem bookbuilding,False,False,True
19202,4246,162/2025,SRE/0162/2025,CVM/SRE/AUT/DEB/PRI/2025/163,Debêntures,PRIMARIA,Oferta Encerrada,WIZ CO PARTICIPACOES E CORRETAGEM DE SEGUROS S.A.,42.278.473/0001-03,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"300.000.000,0000",29/01/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19310,4246,262/2025,SRE/0262/2025,CVM/SRE/AUT/DEB/PRI/2025/162,Debêntures,PRIMARIA,Oferta Encerrada,LUZIANIA-NIQUELANDIA TRANSMISSORA S.A,14.863.121/0001-71,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"75.000.000,0000",29/01/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
18881,4246,4132/2024,SRE/4132/2024,CVM/SRE/AUT/DEB/PRI/2025/161,Debêntures,PRIMARIA,Oferta Encerrada,HCC PPP MS01 SANESUL SPE S.A,48.828.154/0001-00,BANCO FATOR S/A,33.644.196/0001-06,"17.050.000,0000",29/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19232,4246,194/2025,SRE/0194/2025,CVM/SRE/AUT/DEB/PRI/2025/159;CVM/SRE/AUT/DEB/PRI/2025/160,Debêntures,PRIMARIA,Oferta Encerrada,VERT COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS,43.737.117/0001-65,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.004.000.000,0000",28/01/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19189,4246,149/2025,SRE/0149/2025,CVM/SRE/AUT/DEB/PRI/2025/158,Debêntures,PRIMARIA,Oferta Encerrada,HYPERA S/A,02.932.074/0001-91,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"530.000.000,0000",28/01/2025,OPD Aut Profissional - com bookbuilding,False,True,True
19226,4246,193/2025,SRE/0193/2025,CVM/SRE/AUT/DEB/PRI/2025/157,Debêntures,PRIMARIA,Oferta Encerrada,CONCESSIONARIA ROTA SOROCABANA SA,58.484.141/0001-07,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"2.050.000.000,0000",28/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19288,4246,234/2025,SRE/0234/2025,CVM/SRE/AUT/DEB/PRI/2025/156,Debêntures,PRIMARIA,Oferta Encerrada,LG INFORMATICA S/A,01.468.594/0001-22,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"130.000.000,0000",28/01/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
19255,4246,229/2025,SRE/0229/2025,CVM/SRE/AUT/DEB/PRI/2025/155,Debêntures,PRIMARIA,Oferta Encerrada,VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,ATIVA INVESTIMENTOS S.A. C.T.C.V.,33.775.974/0001-04,"145.000.000,0000",27/01/2025,OPD Aut Profissional - sem bookbuilding,False,False,True
19257,4246,226/2025,SRE/0226/2025,CVM/SRE/AUT/DEB/PRI/2025/154,Debêntures,PRIMARIA,Oferta Encerrada,VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,"110.000.000,0000",27/01/2025,OPD Aut Profissional - sem bookbuilding,False,False,True
19186,4246,159/2025,SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/036;CVM/SRE/AUT/DEB/PRI/2025/037;CVM/SRE/AUT/DEB/PRI/2025/038;CVM/SRE/AUT/DEB/PRI/2025/039;CVM/SRE/AUT/DEB/PRI/2025/040;CVM/SRE/AUT/DEB/PRI/2025/041;CVM/SRE/AUT/DEB/PRI/2025/042;CVM/SRE/AUT/DEB/PRI/2025/043;CVM/SRE/AUT/DEB/PRI/2025/044;CVM/SRE/AUT/DEB/PRI/2025/045;CVM/SRE/AUT/DEB/PRI/2025/046;CVM/SRE/AUT/DEB/PRI/2025/047;CVM/SRE/AUT/DEB/PRI/2025/048;CVM/SRE/AUT/DEB/PRI/2025/049;CVM/SRE/AUT/DEB/PRI/2025/050;CVM/SRE/AUT/DEB/PRI/2025/051;CVM/SRE/AUT/DEB/PRI/2025/052;CVM/SRE/AUT/DEB/PRI/2025/053;CVM/SRE/AUT/DEB/PRI/2025/054;CVM/SRE/AUT/DEB/PRI/2025/055;CVM/SRE/AUT/DEB/PRI/2025/056;CVM/SRE/AUT/DEB/PRI/2025/057;CVM/SRE/AUT/DEB/PRI/2025/058;CVM/SRE/AUT/DEB/PRI/2025/059;CVM/SRE/AUT/DEB/PRI/2025/060;CVM/SRE/AUT/DEB/PRI/2025/061;CVM/SRE/AUT/DEB/PRI/2025/062;CVM/SRE/AUT/DEB/PRI/2025/063;CVM/SRE/AUT/DEB/PRI/2025/064;CVM/SRE/AUT/DEB/PRI/2025/065;CVM/SRE/AUT/DEB/PRI/2025/066;CVM/SRE/AUT/DEB/PRI/2025/067;CVM/SRE/AUT/DEB/PRI/2025/068;CVM/SRE/AUT/DEB/PRI/2025/069;CVM/SRE/AUT/DEB/PRI/2025/070;CVM/SRE/AUT/DEB/PRI/2025/071;CVM/SRE/AUT/DEB/PRI/2025/072;CVM/SRE/AUT/DEB/PRI/2025/073;CVM/SRE/AUT/DEB/PRI/2025/074;CVM/SRE/AUT/DEB/PRI/2025/075;CVM/SRE/AUT/DEB/PRI/2025/076;CVM/SRE/AUT/DEB/PRI/2025/077;CVM/SRE/AUT/DEB/PRI/2025/078;CVM/SRE/AUT/DEB/PRI/2025/079;CVM/SRE/AUT/DEB/PRI/2025/080;CVM/SRE/AUT/DEB/PRI/2025/081;CVM/SRE/AUT/DEB/PRI/2025/082;CVM/SRE/AUT/DEB/PRI/2025/083;CVM/SRE/AUT/DEB/PRI/2025/084;CVM/SRE/AUT/DEB/PRI/2025/085;CVM/SRE/AUT/DEB/PRI/2025/086;CVM/SRE/AUT/DEB/PRI/2025/087;CVM/SRE/AUT/DEB/PRI/2025/088;CVM/SRE/AUT/DEB/PRI/2025/089;CVM/SRE/AUT/DEB/PRI/2025/090;CVM/SRE/AUT/DEB/PRI/2025/091;CVM/SRE/AUT/DEB/PRI/2025/092;CVM/SRE/AUT/DEB/PRI/2025/093;CVM/SRE/AUT/DEB/PRI/2025/094;CVM/SRE/AUT/DEB/PRI/2025/095;CVM/SRE/AUT/DEB/PRI/2025/096;CVM/SRE/AUT/DEB/PRI/2025/097;CVM/SRE/AUT/DEB/PRI/2025/098;CVM/SRE/AUT/DEB/PRI/2025/099;CVM/SRE/AUT/DEB/PRI/2025/100;CVM/SRE/AUT/DEB/PRI/2025/101;CVM/SRE/AUT/DEB/PRI/2025/102;CVM/SRE/AUT/DEB/PRI/2025/103;CVM/SRE/AUT/DEB/PRI/2025/104;CVM/SRE/AUT/DEB/PRI/2025/105;CVM/SRE/AUT/DEB/PRI/2025/106;CVM/SRE/AUT/DEB/PRI/2025/107;CVM/SRE/AUT/DEB/PRI/2025/108;CVM/SRE/AUT/DEB/PRI/2025/109;CVM/SRE/AUT/DEB/PRI/2025/110;CVM/SRE/AUT/DEB/PRI/2025/111;CVM/SRE/AUT/DEB/PRI/2025/112;CVM/SRE/AUT/DEB/PRI/2025/113;CVM/SRE/AUT/DEB/PRI/2025/114;CVM/SRE/AUT/DEB/PRI/2025/115;CVM/SRE/AUT/DEB/PRI/2025/116;CVM/SRE/AUT/DEB/PRI/2025/117;CVM/SRE/AUT/DEB/PRI/2025/118;CVM/SRE/AUT/DEB/PRI/2025/119;CVM/SRE/AUT/DEB/PRI/2025/120;CVM/SRE/AUT/DEB/PRI/2025/121;CVM/SRE/AUT/DEB/PRI/2025/122;CVM/SRE/AUT/DEB/PRI/2025/123;CVM/SRE/AUT/DEB/PRI/2025/124;CVM/SRE/AUT/DEB/PRI/2025/125;CVM/SRE/AUT/DEB/PRI/2025/126;CVM/SRE/AUT/DEB/PRI/2025/127;CVM/SRE/AUT/DEB/PRI/2025/128;CVM/SRE/AUT/DEB/PRI/2025/129;CVM/SRE/AUT/DEB/PRI/2025/130;CVM/SRE/AUT/DEB/PRI/2025/131;CVM/SRE/AUT/DEB/PRI/2025/132;CVM/SRE/AUT/DEB/PRI/2025/133;CVM/SRE/AUT/DEB/PRI/2025/134;CVM/SRE/AUT/DEB/PRI/2025/135;CVM/SRE/AUT/DEB/PRI/2025/136;CVM/SRE/AUT/DEB/PRI/2025/137;CVM/SRE/AUT/DEB/PRI/2025/138;CVM/SRE/AUT/DEB/PRI/2025/139;CVM/SRE/AUT/DEB/PRI/2025/140;CVM/SRE/AUT/DEB/PRI/2025/141;CVM/SRE/AUT/DEB/PRI/2025/142;CVM/SRE/AUT/DEB/PRI/2025/143;CVM/SRE/AUT/DEB/PRI/2025/144;CVM/SRE/AUT/DEB/PRI/2025/145;CVM/SRE/AUT/DEB/PRI/2025/146;CVM/SRE/AUT/DEB/PRI/2025/147;CVM/SRE/AUT/DEB/PRI/2025/148;CVM/SRE/AUT/DEB/PRI/2025/149;CVM/SRE/AUT/DEB/PRI/2025/150;CVM/SRE/AUT/DEB/PRI/2025/151;CVM/SRE/AUT/DEB/PRI/2025/152;CVM/SRE/AUT/DEB/PRI/2025/153,Debêntures,PRIMARIA,Oferta Encerrada,KANASTRA-2 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,58.477.844/0001-08,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,"423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
19101,4246,101/2025,SRE/0101/2025,CVM/SRE/AUT/DEB/PRI/2025/034;CVM/SRE/AUT/DEB/PRI/2025/035,Debêntures,PRIMARIA,Oferta Encerrada,VEGA SOLAR S.A,48.569.227/0001-89,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03.751.794/0001-13,"135.408.000,0000",22/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18964,4246,4195/2024,SRE/4195/2024,CVM/SRE/AUT/DEB/PRI/2025/033,Debêntures,PRIMARIA,Oferta Encerrada,VIBRA ENERGIA S/A,34.274.233/0001-02,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.000.000.000,0000",22/01/2025,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,False,True,True
